window_idx,peak_freq_original,power_before_40Hz,power_before_50Hz,power_before_60Hz,label_before,max_power_before,SVM_mapped_freq,SVM_power_40Hz,SVM_power_50Hz,SVM_power_60Hz,SVM_max_power,SVM_improvement,RF_mapped_freq,RF_power_40Hz,RF_power_50Hz,RF_power_60Hz,RF_max_power,RF_improvement,KNN_mapped_freq,KNN_power_40Hz,KNN_power_50Hz,KNN_power_60Hz,KNN_max_power,KNN_improvement,XGB_mapped_freq,XGB_power_40Hz,XGB_power_50Hz,XGB_power_60Hz,XGB_max_power,XGB_improvement,file_name
50,37.81067993323065,9356908.995327676,411014.3128435931,101969.96906927474,40,9356908.995327676,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,28342202.847749837,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,mpu_raw_optimized_driving_4_20251204_114255.csv
51,38.37501843969678,13144156.45480422,478727.859792538,114204.65204077207,40,13144156.45480422,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,11988584.773914117,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,24554955.38827329,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,11988584.773914117,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,11988584.773914117,mpu_raw_optimized_driving_4_20251204_114255.csv
52,38.37501843969678,13144156.45480422,478727.859792538,114204.65204077207,40,13144156.45480422,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,11988584.773914117,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,11988584.773914117,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,11988584.773914117,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,11988584.773914117,mpu_raw_optimized_driving_4_20251204_114255.csv
53,35.8354951605992,3086927.8829975673,245854.98821710248,68645.27411192255,40,3086927.8829975673,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,mpu_raw_optimized_driving_4_20251204_114255.csv
54,35.8354951605992,3086927.8829975673,245854.98821710248,68645.27411192255,40,3086927.8829975673,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,34612183.960079946,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,mpu_raw_optimized_driving_4_20251204_114255.csv
55,35.8354951605992,3086927.8829975673,245854.98821710248,68645.27411192255,40,3086927.8829975673,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,34612183.960079946,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,mpu_raw_optimized_driving_4_20251204_114255.csv
56,37.52851067999759,7894157.80776694,381245.06833479326,96360.54462347816,40,7894157.80776694,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,17238583.420951396,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,17238583.420951396,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,17238583.420951396,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,17238583.420951396,mpu_raw_optimized_driving_4_20251204_114255.csv
57,37.81067993323065,9356908.995327676,411014.3128435931,101969.96906927474,40,9356908.995327676,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,mpu_raw_optimized_driving_4_20251204_114255.csv
58,36.117664413832266,3569019.843214804,264162.0398401745,72638.1546955153,40,3569019.843214804,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,34130091.99986271,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,mpu_raw_optimized_driving_4_20251204_114255.csv
59,36.117664413832266,3569019.843214804,264162.0398401745,72638.1546955153,40,3569019.843214804,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,34130091.99986271,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,mpu_raw_optimized_driving_4_20251204_114255.csv
60,36.682002920298395,4837434.793548986,305410.0385617768,81330.17070675717,40,4837434.793548986,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,mpu_raw_optimized_driving_4_20251204_114255.csv
61,37.81067993323065,9356908.995327676,411014.3128435931,101969.96906927474,40,9356908.995327676,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,mpu_raw_optimized_driving_4_20251204_114255.csv
62,35.8354951605992,3086927.8829975673,245854.98821710248,68645.27411192255,40,3086927.8829975673,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,mpu_raw_optimized_driving_4_20251204_114255.csv
63,36.39983366706533,4145381.964013251,283966.4480359942,76861.74813203177,40,4145381.964013251,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,33553729.87906426,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,mpu_raw_optimized_driving_4_20251204_114255.csv
64,36.682002920298395,4837434.793548986,305410.0385617768,81330.17070675717,40,4837434.793548986,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,mpu_raw_optimized_driving_4_20251204_114255.csv
65,36.39983366706533,4145381.964013251,283966.4480359942,76861.74813203177,40,4145381.964013251,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,mpu_raw_optimized_driving_4_20251204_114255.csv
66,36.39983366706533,4145381.964013251,283966.4480359942,76861.74813203177,40,4145381.964013251,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,33553729.87906426,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,mpu_raw_optimized_driving_4_20251204_114255.csv
67,37.81067993323065,9356908.995327676,411014.3128435931,101969.96906927474,40,9356908.995327676,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,28342202.847749837,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,mpu_raw_optimized_driving_4_20251204_114255.csv
68,36.682002920298395,4837434.793548986,305410.0385617768,81330.17070675717,40,4837434.793548986,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,mpu_raw_optimized_driving_4_20251204_114255.csv
69,36.117664413832266,3569019.843214804,264162.0398401745,72638.1546955153,40,3569019.843214804,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,mpu_raw_optimized_driving_4_20251204_114255.csv
70,36.39983366706533,4145381.964013251,283966.4480359942,76861.74813203177,40,4145381.964013251,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,mpu_raw_optimized_driving_4_20251204_114255.csv
71,36.39983366706533,4145381.964013251,283966.4480359942,76861.74813203177,40,4145381.964013251,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,33553729.87906426,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,mpu_raw_optimized_driving_4_20251204_114255.csv
72,35.8354951605992,3086927.8829975673,245854.98821710248,68645.27411192255,40,3086927.8829975673,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,34612183.960079946,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,mpu_raw_optimized_driving_4_20251204_114255.csv
73,35.8354951605992,3086927.8829975673,245854.98821710248,68645.27411192255,40,3086927.8829975673,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,34612183.960079946,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,mpu_raw_optimized_driving_4_20251204_114255.csv
74,35.8354951605992,3086927.8829975673,245854.98821710248,68645.27411192255,40,3086927.8829975673,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,mpu_raw_optimized_driving_4_20251204_114255.csv
75,35.8354951605992,3086927.8829975673,245854.98821710248,68645.27411192255,40,3086927.8829975673,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,mpu_raw_optimized_driving_4_20251204_114255.csv
76,36.682002920298395,4837434.793548986,305410.0385617768,81330.17070675717,40,4837434.793548986,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,mpu_raw_optimized_driving_4_20251204_114255.csv
77,35.55332590736614,2681767.737663409,228917.52508799144,64869.88737432867,40,2681767.737663409,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22450973.491054926,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22450973.491054926,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22450973.491054926,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22450973.491054926,mpu_raw_optimized_driving_4_20251204_114255.csv
78,36.39983366706533,4145381.964013251,283966.4480359942,76861.74813203177,40,4145381.964013251,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,mpu_raw_optimized_driving_4_20251204_114255.csv
79,36.39983366706533,4145381.964013251,283966.4480359942,76861.74813203177,40,4145381.964013251,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,mpu_raw_optimized_driving_4_20251204_114255.csv
80,36.96417217353146,5671332.127350955,328650.5092417983,86058.505757586,40,5671332.127350955,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,19461409.10136738,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,19461409.10136738,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,19461409.10136738,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,19461409.10136738,mpu_raw_optimized_driving_4_20251204_114255.csv
81,38.09284918646372,11100803.461432772,443416.7296713018,107910.93624165597,40,11100803.461432772,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,14031937.767285565,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,14031937.767285565,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,14031937.767285565,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,14031937.767285565,mpu_raw_optimized_driving_4_20251204_114255.csv
82,35.8354951605992,3086927.8829975673,245854.98821710248,68645.27411192255,40,3086927.8829975673,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,34612183.960079946,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,mpu_raw_optimized_driving_4_20251204_114255.csv
83,36.39983366706533,4145381.964013251,283966.4480359942,76861.74813203177,40,4145381.964013251,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,33553729.87906426,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,mpu_raw_optimized_driving_4_20251204_114255.csv
84,36.117664413832266,3569019.843214804,264162.0398401745,72638.1546955153,40,3569019.843214804,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,mpu_raw_optimized_driving_4_20251204_114255.csv
85,36.117664413832266,3569019.843214804,264162.0398401745,72638.1546955153,40,3569019.843214804,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,mpu_raw_optimized_driving_4_20251204_114255.csv
86,37.24634142676452,6678304.382177193,353863.51485286263,91062.8796564772,40,6678304.382177193,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,18454436.846541144,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,31020807.460900318,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,18454436.846541144,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,18454436.846541144,mpu_raw_optimized_driving_4_20251204_114255.csv
87,37.24634142676452,6678304.382177193,353863.51485286263,91062.8796564772,40,6678304.382177193,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,18454436.846541144,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,31020807.460900318,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,18454436.846541144,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,18454436.846541144,mpu_raw_optimized_driving_4_20251204_114255.csv
88,36.682002920298395,4837434.793548986,305410.0385617768,81330.17070675717,40,4837434.793548986,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,32861677.049528524,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,mpu_raw_optimized_driving_4_20251204_114255.csv
89,35.8354951605992,3086927.8829975673,245854.98821710248,68645.27411192255,40,3086927.8829975673,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,mpu_raw_optimized_driving_4_20251204_114255.csv
90,36.39983366706533,4145381.964013251,283966.4480359942,76861.74813203177,40,4145381.964013251,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20987359.264705084,mpu_raw_optimized_driving_4_20251204_114255.csv
91,35.55332590736614,2681767.737663409,228917.52508799144,64869.88737432867,40,2681767.737663409,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22450973.491054926,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22450973.491054926,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22450973.491054926,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22450973.491054926,mpu_raw_optimized_driving_4_20251204_114255.csv
92,36.117664413832266,3569019.843214804,264162.0398401745,72638.1546955153,40,3569019.843214804,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,34130091.99986271,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21563721.385503534,mpu_raw_optimized_driving_4_20251204_114255.csv
93,37.81067993323065,9356908.995327676,411014.3128435931,101969.96906927474,40,9356908.995327676,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,28342202.847749837,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15775832.233390661,mpu_raw_optimized_driving_4_20251204_114255.csv
94,35.8354951605992,3086927.8829975673,245854.98821710248,68645.27411192255,40,3086927.8829975673,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,34612183.960079946,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22045813.345720768,mpu_raw_optimized_driving_4_20251204_114255.csv
95,36.682002920298395,4837434.793548986,305410.0385617768,81330.17070675717,40,4837434.793548986,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,32861677.049528524,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20295306.43516935,mpu_raw_optimized_driving_4_20251204_114255.csv
0,37.34153868619632,7063270.235042829,362848.6010731313,92816.50973457482,40,7063270.235042829,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,18069470.993675508,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,30635841.60803468,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,18069470.993675508,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,18069470.993675508,mpu_raw_optimized_driving_5_20251204_114632.csv
1,35.92708646323434,3234216.336707877,251641.35584382564,69916.8879841172,40,3234216.336707877,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21898524.892010458,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,34464895.506369635,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21898524.892010458,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21898524.892010458,mpu_raw_optimized_driving_5_20251204_114632.csv
2,36.49286735241913,4359595.168556615,290848.07765922404,78307.25436361323,40,4359595.168556615,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20773146.06016172,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,33339516.674520895,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20773146.06016172,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20773146.06016172,mpu_raw_optimized_driving_5_20251204_114632.csv
3,35.64419601864194,2804760.828127776,234229.84927290943,66062.74689584106,40,2804760.828127776,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22327980.40059056,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22327980.40059056,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22327980.40059056,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22327980.40059056,mpu_raw_optimized_driving_5_20251204_114632.csv
4,35.64419601864194,2804760.828127776,234229.84927290943,66062.74689584106,40,2804760.828127776,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22327980.40059056,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22327980.40059056,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22327980.40059056,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,22327980.40059056,mpu_raw_optimized_driving_5_20251204_114632.csv
5,37.058648241603926,5987522.131219053,336863.4175973389,87702.5031937426,40,5987522.131219053,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,19145219.097499285,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,31711589.71185846,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,19145219.097499285,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,19145219.097499285,mpu_raw_optimized_driving_5_20251204_114632.csv
6,35.92708646323434,3234216.336707877,251641.35584382564,69916.8879841172,40,3234216.336707877,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21898524.892010458,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,34464895.506369635,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21898524.892010458,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,21898524.892010458,mpu_raw_optimized_driving_5_20251204_114632.csv
7,37.058648241603926,5987522.131219053,336863.4175973389,87702.5031937426,40,5987522.131219053,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,19145219.097499285,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,31711589.71185846,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,19145219.097499285,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,19145219.097499285,mpu_raw_optimized_driving_5_20251204_114632.csv
8,36.77575779701153,5097340.320362889,312924.43080586917,82871.62445831351,40,5097340.320362889,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20035400.90835545,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20035400.90835545,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20035400.90835545,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,20035400.90835545,mpu_raw_optimized_driving_5_20251204_114632.csv
9,37.907319575381116,9921098.935149696,421802.0602099023,103966.3125502705,40,9921098.935149696,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15211642.293568641,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15211642.293568641,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15211642.293568641,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,15211642.293568641,mpu_raw_optimized_driving_5_20251204_114632.csv
10,38.19021001997351,11771921.018272102,455257.02411980653,110041.56824761118,40,11771921.018272102,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,13360820.210446235,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,13360820.210446235,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,13360820.210446235,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,13360820.210446235,mpu_raw_optimized_driving_5_20251204_114632.csv
